university_id,university_name,country,region,year,subject_area,total_students,international_students,academic_staff,student_faculty_ratio,international_student_pct,publications_count,citations_count,academic_reputation_score,employer_reputation_score,faculty_student_score,citations_per_faculty,intl_faculty_ratio,sustainability_score,employment_outcomes_score,the_teaching_score,the_research_environment,the_research_quality,the_industry_score,the_international_outlook,raw_overall_score,source_qs,source_the,rank
UNIV_020409,Wuhan University of Humanities,Canada,North America,2023,Social Sciences & Management,22691,7397,1096,20.7,32.5,145,529,66.1,65.8,42.0,15.0,40.6,66.3,66.3,54,65.7,20.0,72.8,48.8,69.4,QS World University Rankings,Times Higher Education World University Rankings,923
UNIV_020409,Wuhan University of Humanities,Canada,North America,2024,Social Sciences & Management,22691,7397,1096,20.6,32.5,800,3040,67.4,69.3,42.3,15.0,40.6,64.7,63.8,55,65.1,20.0,92.9,48.8,70.7,QS World University Rankings,Times Higher Education World University Rankings,914
UNIV_753314,Quebec University of Engineering,United States,North America,2020,Natural Sciences,35852,10074,1783,20.7,26.4,1502,4806,65.2,63.8,42.0,15.0,33.0,66.0,61.6,54,63.4,20.0,40.3,39.6,66.4,QS World University Rankings,Times Higher Education World University Rankings,910
UNIV_753314,Quebec University of Engineering,United States,North America,2021,Natural Sciences,35852,10074,1783,20.5,26.7,1192,3993,65.8,61.7,42.6,15.0,33.4,64.4,60.9,54,66.6,20.0,89.2,40.0,66.9,QS World University Rankings,Times Higher Education World University Rankings,942
UNIV_753314,Quebec University of Engineering,United States,North America,2022,Natural Sciences,35852,10074,1783,20.6,27.1,1931,6758,67.3,66.8,42.3,15.0,33.9,70.0,65.2,55,67.8,20.0,48.5,40.7,68.4,QS World University Rankings,Times Higher Education World University Rankings,922
UNIV_753314,Quebec University of Engineering,United States,North America,2023,Natural Sciences,35852,10074,1783,20.3,27.6,2181,7960,68.5,68.5,43.2,15.0,34.5,68.4,67.2,56,66.1,20.0,93.6,41.4,69.6,QS World University Rankings,Times Higher Education World University Rankings,915
UNIV_753314,Quebec University of Engineering,United States,North America,2024,Natural Sciences,35852,10074,1783,19.9,28.4,2261,8591,68.8,66.8,44.3,15.0,35.5,69.2,66.0,57,67.5,20.0,80.7,42.6,69.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_507654,San Diego University of Science and Technology,United States,North America,2020,Life Sciences & Medicine,27552,7135,1318,21.5,24.2,367,1174,61.1,57.1,39.8,15.0,30.2,60.9,51.9,50,61.3,20.0,50.8,36.3,65.5,QS World University Rankings,Times Higher Education World University Rankings,958
UNIV_507654,San Diego University of Science and Technology,United States,North America,2021,Life Sciences & Medicine,27552,7135,1318,21.4,24.4,367,1229,63.1,62.9,40.1,15.0,30.5,59.4,62.1,52,61.1,20.0,65.2,36.6,67.8,QS World University Rankings,Times Higher Education World University Rankings,893
UNIV_507654,San Diego University of Science and Technology,United States,North America,2022,Life Sciences & Medicine,27552,7135,1318,21.3,24.9,813,2845,63.3,61.5,40.4,15.0,31.1,58.4,60.5,52,62.3,20.0,63.9,37.3,67.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_507654,San Diego University of Science and Technology,United States,North America,2023,Life Sciences & Medicine,27552,7135,1318,21.0,25.2,908,3314,64.2,59.5,41.2,15.0,31.5,69.3,54.2,53,64.9,20.0,87.7,37.8,68.9,QS World University Rankings,Times Higher Education World University Rankings,946
UNIV_507654,San Diego University of Science and Technology,United States,North America,2024,Life Sciences & Medicine,27552,7135,1318,20.9,25.7,606,2302,65.1,64.0,41.5,15.0,32.1,72.2,65.0,53,62.5,20.0,72.0,38.5,69.8,QS World University Rankings,Times Higher Education World University Rankings,952
UNIV_635264,Technical Shanghai University,United States,North America,2020,Engineering & Technology,25184,7958,1104,23.4,30.3,2560,8192,66.0,66.7,34.5,15.0,37.9,65.0,65.1,50,67.3,20.0,58.5,45.5,65.9,QS World University Rankings,Times Higher Education World University Rankings,938
UNIV_635264,Technical Shanghai University,United States,North America,2021,Engineering & Technology,25184,7958,1104,23.4,30.3,2031,6803,67.0,62.9,34.5,15.0,37.9,60.2,59.5,51,65.5,20.0,67.3,45.5,66.9,QS World University Rankings,Times Higher Education World University Rankings,942
UNIV_635264,Technical Shanghai University,United States,North America,2022,Engineering & Technology,25184,7958,1104,23.1,30.6,1619,5666,68.9,63.6,35.3,15.0,38.2,63.3,63.8,52,68.4,20.0,51.5,45.9,68.8,QS World University Rankings,Times Higher Education World University Rankings,898
UNIV_635264,Technical Shanghai University,United States,North America,2023,Engineering & Technology,25184,7958,1104,23.0,31.1,1581,5770,69.6,64.4,35.6,15.0,38.9,67.6,59.8,53,70.9,20.0,43.6,46.7,69.5,QS World University Rankings,Times Higher Education World University Rankings,919
UNIV_635264,Technical Shanghai University,United States,North America,2024,Engineering & Technology,25184,7958,1104,22.7,31.7,1404,5335,70.5,71.6,36.4,15.0,39.6,64.8,66.0,53,70.4,20.0,84.9,47.5,70.4,QS World University Rankings,Times Higher Education World University Rankings,924
UNIV_035056,Wesleyan Cordoba University,United States,North America,2020,Engineering & Technology,25108,5247,1255,20.7,18.8,1416,4531,65.8,62.7,42.0,15.0,23.5,68.6,58.0,54,63.8,20.0,55.6,28.2,66.1,QS World University Rankings,Times Higher Education World University Rankings,925
UNIV_035056,Wesleyan Cordoba University,United States,North America,2021,Engineering & Technology,25108,5247,1255,20.5,19.7,171,572,67.4,66.6,42.6,15.0,24.6,62.4,64.2,55,67.4,20.0,70.9,29.5,67.7,QS World University Rankings,Times Higher Education World University Rankings,900
UNIV_035056,Wesleyan Cordoba University,United States,North America,2022,Engineering & Technology,25108,5247,1255,20.4,20.4,529,1851,68.2,63.2,42.9,15.0,25.5,59.7,62.1,56,66.2,20.0,55.5,30.6,68.5,QS World University Rankings,Times Higher Education World University Rankings,918
UNIV_035056,Wesleyan Cordoba University,United States,North America,2023,Engineering & Technology,25108,5247,1255,20.2,20.2,922,3365,69.2,71.6,43.4,15.0,25.2,69.5,71.3,56,65.7,20.0,57.9,30.3,69.4,QS World University Rankings,Times Higher Education World University Rankings,923
UNIV_035056,Wesleyan Cordoba University,United States,North America,2024,Engineering & Technology,25108,5247,1255,19.9,20.9,-40,-152,69.3,64.2,44.3,15.0,26.1,63.7,60.1,57,69.1,20.0,66.1,31.3,69.6,QS World University Rankings,Times Higher Education World University Rankings,967
UNIV_676519,Atlanta University of Science and Technology,Canada,North America,2020,Engineering & Technology,18779,4920,889,21.6,24.4,144,460,69.7,66.5,39.5,15.0,30.5,,63.6,55,70.8,20.0,57.9,36.6,66.2,QS World University Rankings,Times Higher Education World University Rankings,920
UNIV_676519,Atlanta University of Science and Technology,Canada,North America,2021,Engineering & Technology,18779,4920,889,21.4,24.7,142,475,70.9,66.4,40.1,15.0,30.9,68.8,60.2,56,70.7,20.0,51.1,37.0,67.4,QS World University Rankings,Times Higher Education World University Rankings,915
UNIV_676519,Atlanta University of Science and Technology,Canada,North America,2022,Engineering & Technology,18779,4920,889,21.4,25.5,61,213,71.7,67.5,40.1,15.0,31.9,70.6,65.0,56,72.9,20.0,59.3,38.2,68.1,QS World University Rankings,Times Higher Education World University Rankings,932
UNIV_676519,Atlanta University of Science and Technology,Canada,North America,2023,Engineering & Technology,18779,4920,889,21.2,25.8,-69,-251,72.7,71.9,40.6,15.0,32.2,66.9,70.8,57,69.5,20.0,69.2,38.7,69.1,QS World University Rankings,Times Higher Education World University Rankings,936
UNIV_676519,Atlanta University of Science and Technology,Canada,North America,2024,Engineering & Technology,18779,4920,889,21.2,26.1,-208,-790,74.7,77.2,40.6,15.0,32.6,64.3,77.7,58,75.5,20.0,53.7,39.2,71.0,QS World University Rankings,Times Higher Education World University Rankings,896
UNIV_201039,Milan Central University,United States,North America,2020,Social Sciences & Management,30161,6876,1546,20.2,21.2,673,2153,64.6,60.8,43.4,15.0,26.5,58.4,60.8,54,60.9,20.0,84.2,31.8,66.2,QS World University Rankings,Times Higher Education World University Rankings,920
UNIV_201039,Milan Central University,United States,North America,2021,Social Sciences & Management,30161,6876,1546,20.1,21.1,612,2050,65.2,66.9,43.7,15.0,26.4,67.5,64.8,54,63.1,20.0,69.0,31.7,66.8,QS World University Rankings,Times Higher Education World University Rankings,949
UNIV_201039,Milan Central University,United States,North America,2022,Social Sciences & Management,30161,6876,1546,19.7,21.7,4,14,66.7,63.7,44.8,15.0,27.1,64.6,58.9,56,63.1,20.0,63.8,32.5,68.4,QS World University Rankings,Times Higher Education World University Rankings,922
UNIV_201039,Milan Central University,United States,North America,2023,Social Sciences & Management,30161,6876,1546,19.7,22.3,1176,4292,67.6,64.8,44.8,15.0,27.9,60.6,61.4,56,65.9,20.0,60.0,33.5,69.3,QS World University Rankings,Times Higher Education World University Rankings,926
UNIV_201039,Milan Central University,United States,North America,2024,Social Sciences & Management,30161,6876,1546,19.5,22.9,1097,4168,68.4,66.4,45.4,15.0,28.6,64.1,66.3,57,69.8,20.0,50.0,34.3,70.1,QS World University Rankings,Times Higher Education World University Rankings,934
UNIV_417352,Denver Royal University,United States,North America,2020,Engineering & Technology,36214,10067,1716,21.7,26.2,3077,9846,69.5,68.5,39.2,15.0,32.8,64.3,69.6,54,69.1,20.0,64.4,39.3,66.1,QS World University Rankings,Times Higher Education World University Rankings,925
UNIV_417352,Denver Royal University,United States,North America,2021,Engineering & Technology,36214,10067,1716,21.6,26.2,2581,8646,70.6,68.6,39.5,15.0,32.8,59.0,62.9,55,70.0,20.0,60.1,39.3,67.1,QS World University Rankings,Times Higher Education World University Rankings,930
UNIV_417352,Denver Royal University,United States,North America,2022,Engineering & Technology,36214,10067,1716,21.3,26.6,3163,11070,71.7,71.6,40.4,15.0,33.2,58.0,72.2,56,68.4,20.0,64.6,39.9,68.2,QS World University Rankings,Times Higher Education World University Rankings,929
UNIV_417352,Denver Royal University,United States,North America,2023,Engineering & Technology,36214,10067,1716,21.3,27.2,2314,8446,72.7,69.6,40.4,15.0,34.0,62.3,64.4,57,71.6,20.0,80.2,40.8,69.2,QS World University Rankings,Times Higher Education World University Rankings,933
UNIV_417352,Denver Royal University,United States,North America,2024,Engineering & Technology,36214,10067,1716,21.2,27.6,2358,8960,74.4,70.3,40.6,15.0,34.5,65.6,70.6,58,74.3,20.0,48.9,41.4,70.8,QS World University Rankings,Times Higher Education World University Rankings,909
UNIV_689816,Tohoku University of Engineering,United States,North America,2020,Social Sciences & Management,22280,5258,1050,21.8,21.9,1084,3468,70.6,72.0,39.0,15.0,27.4,64.5,66.3,55,68.5,20.0,44.6,32.8,66.4,QS World University Rankings,Times Higher Education World University Rankings,910
UNIV_689816,Tohoku University of Engineering,United States,North America,2021,Social Sciences & Management,22280,5258,1050,21.4,22.4,1494,5004,71.4,69.7,40.1,15.0,28.0,57.6,65.8,56,67.9,20.0,50.2,33.6,67.2,QS World University Rankings,Times Higher Education World University Rankings,921
UNIV_689816,Tohoku University of Engineering,United States,North America,2022,Social Sciences & Management,22280,5258,1050,21.6,22.7,1692,5922,72.2,67.9,39.5,15.0,28.4,61.7,65.2,56,70.0,20.0,42.1,34.0,68.0,QS World University Rankings,Times Higher Education World University Rankings,937
UNIV_689816,Tohoku University of Engineering,United States,North America,2023,Social Sciences & Management,22280,5258,1050,21.4,23.1,1862,6796,72.7,73.8,40.1,15.0,28.9,58.8,74.3,56,72.0,20.0,68.5,34.7,68.4,QS World University Rankings,Times Higher Education World University Rankings,973
UNIV_689816,Tohoku University of Engineering,United States,North America,2024,Social Sciences & Management,22280,5258,1050,21.3,23.3,952,3617,74.4,70.3,40.4,15.0,29.1,72.8,69.6,57,72.2,20.0,84.9,35.0,70.0,QS World University Rankings,Times Higher Education World University Rankings,939
UNIV_373990,University of Madrid 2,United States,North America,2020,Social Sciences & Management,15839,3231,613,26.6,18.5,648,2073,68.1,67.3,25.5,15.0,23.1,58.4,63.4,47,67.1,20.0,53.6,27.8,66.7,QS World University Rankings,Times Higher Education World University Rankings,894
UNIV_373990,University of Madrid 2,United States,North America,2021,Social Sciences & Management,15839,3231,613,26.3,19.1,1814,6076,69.2,65.2,26.4,17.8,23.9,68.2,60.1,48,69.8,20.0,66.8,28.7,67.8,QS World University Rankings,Times Higher Education World University Rankings,893
UNIV_373990,University of Madrid 2,United States,North America,2022,Social Sciences & Management,15839,3231,613,26.0,19.7,927,3244,69.5,66.3,27.2,15.0,24.6,62.6,62.3,48,69.1,20.0,43.0,29.5,68.2,QS World University Rankings,Times Higher Education World University Rankings,929
UNIV_373990,University of Madrid 2,United States,North America,2023,Social Sciences & Management,15839,3231,613,25.9,20.3,482,1759,70.7,65.9,27.5,15.0,25.4,65.3,64.0,49,69.7,20.0,92.9,30.5,69.3,QS World University Rankings,Times Higher Education World University Rankings,926
UNIV_373990,University of Madrid 2,United States,North America,2024,Social Sciences & Management,15839,3231,613,25.8,20.2,904,3435,71.5,73.8,27.8,15.0,25.2,72.6,69.9,50,69.6,20.0,85.1,30.3,70.1,QS World University Rankings,Times Higher Education World University Rankings,934
UNIV_225413,Lima University of Humanities 2,United States,North America,2020,Arts & Humanities,26316,7736,1302,20.9,27.6,342,1094,63.5,62.8,41.5,15.0,34.5,63.1,59.3,52,60.0,20.0,82.2,41.4,66.1,QS World University Rankings,Times Higher Education World University Rankings,925
UNIV_225413,Lima University of Humanities 2,United States,North America,2021,Arts & Humanities,26316,7736,1302,20.5,28.1,909,3045,64.4,66.8,42.6,15.0,35.1,58.9,62.1,54,63.1,20.0,68.8,42.2,67.1,QS World University Rankings,Times Higher Education World University Rankings,930
UNIV_225413,Lima University of Humanities 2,United States,North America,2022,Arts & Humanities,26316,7736,1302,20.5,28.5,-148,-518,65.0,61.8,42.6,15.0,35.6,61.5,62.1,54,63.1,20.0,70.6,42.8,67.7,QS World University Rankings,Times Higher Education World University Rankings,959
UNIV_225413,Lima University of Humanities 2,United States,North America,2023,Arts & Humanities,26316,7736,1302,20.5,28.8,432,1576,66.6,63.5,42.6,15.0,36.0,72.2,58.8,55,66.8,20.0,60.1,43.2,69.4,QS World University Rankings,Times Higher Education World University Rankings,923
UNIV_225413,Lima University of Humanities 2,United States,North America,2024,Arts & Humanities,26316,7736,1302,20.2,29.1,613,2329,67.2,68.5,43.4,15.0,36.4,65.0,64.9,55,64.3,20.0,56.9,43.7,70.0,QS World University Rankings,Times Higher Education World University Rankings,939
UNIV_741679,Nanjing State University,United States,North America,2020,Social Sciences & Management,19984,4276,984,20.9,19.4,91,291,65.5,62.4,41.5,15.0,24.2,61.0,63.4,54,65.6,20.0,51.1,29.1,65.8,QS World University Rankings,Times Higher Education World University Rankings,946
UNIV_741679,Nanjing State University,United States,North America,2021,Social Sciences & Management,19984,4276,984,20.7,20.2,749,2509,67.1,67.4,42.0,15.0,25.2,70.4,61.3,55,65.1,20.0,67.1,30.3,67.4,QS World University Rankings,Times Higher Education World University Rankings,915
UNIV_741679,Nanjing State University,United States,North America,2022,Social Sciences & Management,19984,4276,984,20.6,20.0,-216,-756,67.6,68.7,42.3,15.0,25.0,67.7,65.2,55,68.3,20.0,45.1,30.0,67.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_741679,Nanjing State University,United States,North America,2023,Social Sciences & Management,19984,4276,984,20.4,21.0,-210,-766,68.9,65.7,42.9,15.0,26.2,64.5,63.7,56,70.2,20.0,92.6,31.5,69.2,QS World University Rankings,Times Higher Education World University Rankings,933
UNIV_741679,Nanjing State University,United States,North America,2024,Social Sciences & Management,19984,4276,984,20.2,21.5,650,2470,70.2,70.9,43.4,15.0,26.9,61.2,71.8,57,66.9,20.0,65.2,32.2,70.5,QS World University Rankings,Times Higher Education World University Rankings,918
UNIV_815579,Groningen Metropolitan University,India,Asia,2020,Natural Sciences,44363,6787,2385,19.3,13.6,603,1929,64.8,63.6,46.0,15.0,17.0,67.5,62.9,55,65.4,20.0,45.3,20.4,65.8,QS World University Rankings,Times Higher Education World University Rankings,946
UNIV_815579,Groningen Metropolitan University,India,Asia,2021,Natural Sciences,44363,6787,2385,19.3,14.1,-368,-1232,66.6,68.0,46.0,15.0,17.6,58.0,62.5,56,67.5,20.0,93.2,21.1,67.7,QS World University Rankings,Times Higher Education World University Rankings,900
UNIV_815579,Groningen Metropolitan University,India,Asia,2022,Natural Sciences,44363,6787,2385,19.0,14.3,485,1697,67.2,67.4,46.8,15.0,17.9,65.4,62.6,57,67.2,20.0,83.1,21.5,68.3,QS World University Rankings,Times Higher Education World University Rankings,927
UNIV_815579,Groningen Metropolitan University,India,Asia,2023,Natural Sciences,44363,6787,2385,18.7,14.8,516,1883,68.8,71.1,47.6,15.0,18.5,67.9,64.3,58,69.3,20.0,48.4,22.2,69.9,QS World University Rankings,Times Higher Education World University Rankings,893
UNIV_815579,Groningen Metropolitan University,India,Asia,2024,Natural Sciences,44363,6787,2385,18.7,15.6,836,3176,69.1,67.3,47.6,15.0,19.5,68.6,67.6,58,66.4,20.0,60.1,23.4,70.2,QS World University Rankings,Times Higher Education World University Rankings,931
UNIV_110967,Birmingham Catholic University,China,Asia,2020,Engineering & Technology,44899,10147,2350,19.6,20.9,3489,11164,65.4,64.1,45.1,15.0,26.1,59.3,59.5,55,64.6,20.0,50.1,31.3,65.8,QS World University Rankings,Times Higher Education World University Rankings,946
UNIV_110967,Birmingham Catholic University,China,Asia,2021,Engineering & Technology,44899,10147,2350,19.6,21.3,3047,10207,66.1,63.7,45.1,15.0,26.6,69.8,64.8,56,66.4,20.0,58.8,32.0,66.6,QS World University Rankings,Times Higher Education World University Rankings,962
UNIV_110967,Birmingham Catholic University,China,Asia,2022,Engineering & Technology,44899,10147,2350,19.6,21.6,3398,11893,67.4,64.5,45.1,15.0,27.0,59.1,64.1,56,65.6,20.0,75.7,32.4,67.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_110967,Birmingham Catholic University,China,Asia,2023,Engineering & Technology,44899,10147,2350,19.3,22.6,2698,9847,68.8,66.0,46.0,15.0,28.2,70.3,60.9,57,66.3,20.0,64.2,33.9,69.3,QS World University Rankings,Times Higher Education World University Rankings,926
UNIV_110967,Birmingham Catholic University,China,Asia,2024,Engineering & Technology,44899,10147,2350,19.1,22.8,2932,11141,69.4,65.8,46.5,15.0,28.5,70.2,60.8,58,69.8,20.0,91.5,34.2,69.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_434494,University of Boulder 3,United States,North America,2020,Social Sciences & Management,44689,14434,2352,19.5,30.6,1036,3315,61.5,57.8,45.4,15.0,38.2,56.1,56.5,53,60.4,20.0,90.4,45.9,65.2,QS World University Rankings,Times Higher Education World University Rankings,970
UNIV_434494,University of Boulder 3,United States,North America,2021,Social Sciences & Management,44689,14434,2352,19.6,30.8,2368,7932,63.2,65.2,45.1,15.0,38.5,62.7,59.3,54,60.2,20.0,79.6,46.2,67.0,QS World University Rankings,Times Higher Education World University Rankings,937
UNIV_434494,University of Boulder 3,United States,North America,2022,Social Sciences & Management,44689,14434,2352,19.4,31.3,1905,6667,64.1,65.2,45.7,15.0,39.1,68.1,63.6,55,60.3,20.0,68.4,47.0,68.0,QS World University Rankings,Times Higher Education World University Rankings,937
UNIV_434494,University of Boulder 3,United States,North America,2023,Social Sciences & Management,44689,14434,2352,19.2,31.9,1674,6110,65.6,64.6,46.2,15.0,39.9,60.5,61.5,56,62.4,20.0,42.9,47.8,69.5,QS World University Rankings,Times Higher Education World University Rankings,919
UNIV_434494,University of Boulder 3,United States,North America,2024,Social Sciences & Management,44689,14434,2352,19.0,32.0,2081,7907,66.8,63.8,46.8,15.0,40.0,60.9,60.5,57,64.5,20.0,60.4,48.0,70.9,QS World University Rankings,Times Higher Education World University Rankings,899
UNIV_113919,Daejeon Wesleyan University,United States,North America,2020,Life Sciences & Medicine,28686,8634,1269,23.0,28.2,886,2835,66.4,66.4,35.6,15.0,35.2,58.6,61.0,51,64.1,20.0,45.6,42.3,66.0,QS World University Rankings,Times Higher Education World University Rankings,934
UNIV_113919,Daejeon Wesleyan University,United States,North America,2021,Life Sciences & Medicine,28686,8634,1269,23.2,28.7,860,2881,67.9,64.8,35.0,15.0,35.9,57.4,62.7,51,67.6,20.0,61.5,43.0,67.5,QS World University Rankings,Times Higher Education World University Rankings,910
UNIV_113919,Daejeon Wesleyan University,United States,North America,2022,Life Sciences & Medicine,28686,8634,1269,22.9,28.8,987,3454,68.1,68.6,35.9,15.0,36.0,67.1,64.4,52,68.6,20.0,92.1,43.2,67.7,QS World University Rankings,Times Higher Education World University Rankings,959
UNIV_113919,Daejeon Wesleyan University,United States,North America,2023,Life Sciences & Medicine,28686,8634,1269,22.9,29.5,560,2044,69.2,67.9,35.9,15.0,36.9,71.2,62.3,53,67.7,20.0,41.9,44.2,68.8,QS World University Rankings,Times Higher Education World University Rankings,952
UNIV_113919,Daejeon Wesleyan University,United States,North America,2024,Life Sciences & Medicine,28686,8634,1269,22.4,30.1,2439,9268,70.9,65.4,37.3,15.0,37.6,62.1,63.6,54,70.4,20.0,75.6,45.2,70.5,QS World University Rankings,Times Higher Education World University Rankings,918
UNIV_674897,Royal Dunedin University,United States,North America,2020,Social Sciences & Management,13667,3826,726,19.3,26.4,698,2233,62.7,61.2,46.0,15.0,33.0,62.9,60.7,54,62.1,20.0,62.0,39.6,65.9,QS World University Rankings,Times Higher Education World University Rankings,938
UNIV_674897,Royal Dunedin University,United States,North America,2021,Social Sciences & Management,13667,3826,726,19.1,26.6,490,1641,63.9,59.8,46.5,15.0,33.2,66.5,58.3,55,61.7,20.0,94.6,39.9,67.1,QS World University Rankings,Times Higher Education World University Rankings,930
UNIV_674897,Royal Dunedin University,United States,North America,2022,Social Sciences & Management,13667,3826,726,19.3,27.3,1524,5334,64.3,59.3,46.0,15.0,34.1,67.9,59.9,55,61.1,20.0,83.8,41.0,67.6,QS World University Rankings,Times Higher Education World University Rankings,963
UNIV_674897,Royal Dunedin University,United States,North America,2023,Social Sciences & Management,13667,3826,726,19.0,27.6,14,51,66.4,64.9,46.8,15.0,34.5,,64.2,57,63.2,20.0,51.8,41.4,69.8,QS World University Rankings,Times Higher Education World University Rankings,902
UNIV_674897,Royal Dunedin University,United States,North America,2024,Social Sciences & Management,13667,3826,726,18.8,28.1,32,121,66.6,67.8,47.4,15.0,35.1,71.0,64.6,57,63.8,20.0,61.3,42.2,70.0,QS World University Rankings,Times Higher Education World University Rankings,939
UNIV_733505,Hobart University of Science and Technology,United States,North America,2020,Social Sciences & Management,35792,9270,1516,24.2,24.1,789,2524,69.0,69.4,32.2,15.0,30.1,64.3,69.9,51,66.3,20.0,64.3,36.2,65.5,QS World University Rankings,Times Higher Education World University Rankings,958
UNIV_733505,Hobart University of Science and Technology,United States,North America,2021,Social Sciences & Management,35792,9270,1516,24.1,24.7,906,3035,70.7,65.7,32.5,15.0,30.9,59.6,66.0,52,71.5,20.0,49.7,37.0,67.2,QS World University Rankings,Times Higher Education World University Rankings,921
UNIV_733505,Hobart University of Science and Technology,United States,North America,2022,Social Sciences & Management,35792,9270,1516,23.9,24.7,954,3339,71.5,66.7,33.1,15.0,30.9,58.2,63.8,52,67.9,20.0,74.7,37.0,67.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_733505,Hobart University of Science and Technology,United States,North America,2023,Social Sciences & Management,35792,9270,1516,23.8,25.5,1505,5493,71.9,67.1,33.4,15.0,31.9,62.5,62.2,53,73.3,20.0,56.2,38.2,68.3,QS World University Rankings,Times Higher Education World University Rankings,976
UNIV_733505,Hobart University of Science and Technology,United States,North America,2024,Social Sciences & Management,35792,9270,1516,23.8,25.8,1485,5643,73.8,71.0,33.4,15.0,32.2,68.1,66.5,54,73.8,20.0,56.9,38.7,70.1,QS World University Rankings,Times Higher Education World University Rankings,934
UNIV_436504,Barcelona Catholic University,Canada,North America,2020,Arts & Humanities,40538,14107,2215,18.7,32.8,1909,6108,66.1,61.0,47.6,15.0,41.0,58.1,62.0,57,67.1,20.0,46.6,49.2,66.1,QS World University Rankings,Times Higher Education World University Rankings,925
UNIV_436504,Barcelona Catholic University,Canada,North America,2021,Arts & Humanities,40538,14107,2215,18.6,33.0,1585,5309,67.0,69.0,47.9,15.0,41.2,69.1,62.3,57,66.5,20.0,44.1,49.5,67.0,QS World University Rankings,Times Higher Education World University Rankings,937
UNIV_436504,Barcelona Catholic University,Canada,North America,2022,Arts & Humanities,40538,14107,2215,18.6,34.0,2502,8757,67.9,70.3,47.9,15.0,42.5,67.9,65.4,58,65.9,20.0,81.8,51.0,67.9,QS World University Rankings,Times Higher Education World University Rankings,945
UNIV_436504,Barcelona Catholic University,Canada,North America,2023,Arts & Humanities,40538,14107,2215,18.5,34.6,1508,5504,69.8,72.2,48.2,15.0,43.2,60.7,68.6,59,68.8,20.0,90.4,51.9,69.8,QS World University Rankings,Times Higher Education World University Rankings,902
UNIV_436504,Barcelona Catholic University,Canada,North America,2024,Arts & Humanities,40538,14107,2215,18.3,34.8,2055,7809,70.2,70.3,48.8,15.0,43.5,69.4,63.9,60,70.3,20.0,76.3,52.2,70.2,QS World University Rankings,Times Higher Education World University Rankings,931
UNIV_023998,University of Philadelphia 3,United States,North America,2020,Natural Sciences,23079,6023,905,26.2,24.4,1485,4752,62.7,58.3,26.6,15.0,30.5,67.6,54.5,45,62.7,20.0,88.7,36.6,65.4,QS World University Rankings,Times Higher Education World University Rankings,963
UNIV_023998,University of Philadelphia 3,United States,North America,2021,Natural Sciences,23079,6023,905,26.1,24.7,921,3085,64.6,66.5,26.9,15.0,30.9,,63.4,46,64.0,20.0,70.5,37.0,67.4,QS World University Rankings,Times Higher Education World University Rankings,915
UNIV_023998,University of Philadelphia 3,United States,North America,2022,Natural Sciences,23079,6023,905,25.8,24.8,585,2047,65.6,66.5,27.8,15.0,31.0,63.7,60.6,47,62.2,20.0,63.8,37.2,68.4,QS World University Rankings,Times Higher Education World University Rankings,922
UNIV_023998,University of Philadelphia 3,United States,North America,2023,Natural Sciences,23079,6023,905,25.8,25.5,918,3350,66.3,62.5,27.8,15.0,31.9,67.0,57.6,47,66.2,20.0,56.9,38.2,69.2,QS World University Rankings,Times Higher Education World University Rankings,933
UNIV_023998,University of Philadelphia 3,United States,North America,2024,Natural Sciences,23079,6023,905,25.4,26.2,1360,5168,67.2,69.0,28.9,15.0,32.8,64.6,68.1,48,64.9,20.0,56.4,39.3,70.1,QS World University Rankings,Times Higher Education World University Rankings,934
UNIV_502949,Stockholm University of Humanities,Japan,Asia,2020,Life Sciences & Medicine,31755,5398,2075,16.0,15.2,2006,6419,66.1,67.6,55.2,15.0,19.0,63.5,63.2,61,64.9,20.0,86.0,22.8,65.9,QS World University Rankings,Times Higher Education World University Rankings,938
UNIV_502949,Stockholm University of Humanities,Japan,Asia,2021,Life Sciences & Medicine,31755,5398,2075,15.8,15.3,1749,5859,66.9,66.2,55.8,15.0,19.1,59.5,60.3,61,63.4,20.0,92.3,23.0,66.7,QS World University Rankings,Times Higher Education World University Rankings,954
UNIV_502949,Stockholm University of Humanities,Japan,Asia,2022,Life Sciences & Medicine,31755,5398,2075,15.8,16.2,2618,9163,68.2,63.8,55.8,15.0,20.2,66.2,63.6,62,64.4,20.0,56.3,24.3,68.0,QS World University Rankings,Times Higher Education World University Rankings,937
UNIV_502949,Stockholm University of Humanities,Japan,Asia,2023,Life Sciences & Medicine,31755,5398,2075,15.4,16.4,2308,8424,69.2,69.4,56.9,15.0,20.5,69.3,69.3,63,69.9,20.0,72.9,24.6,69.0,QS World University Rankings,Times Higher Education World University Rankings,940
UNIV_502949,Stockholm University of Humanities,Japan,Asia,2024,Life Sciences & Medicine,31755,5398,2075,15.2,16.9,2209,8394,70.7,72.8,57.4,15.0,21.1,66.2,73.1,64,70.5,20.0,87.1,25.3,70.5,QS World University Rankings,Times Higher Education World University Rankings,918
